"state_alpha","GEOID","crop","yield_prediction","drought_prediction"
"MI","26105","OATS",1,1
"MI","26105","SOYBEANS",1,1
"MI","26105","WHEAT",1,NA
"MI","26107","CORN",1,1
"MI","26107","OATS",1,1
"MI","26107","SOYBEANS",1,1
"MI","26107","WHEAT",1,1
"MI","26111","CORN",1,1
"MI","26111","SOYBEANS",1,1
"MI","26111","SUGARBEETS",1,NA
"MI","26111","WHEAT",1,NA
"MI","26117","CORN",1,NA
"MI","26117","OATS",1,1
"MI","26117","SOYBEANS",1,1
"MI","26117","WHEAT",1,NA
"MI","26123","CORN",1,1
"MI","26123","OATS",1,1
"MI","26123","SOYBEANS",1,1
"MI","26123","WHEAT",1,1
"MI","26129","CORN",1,1
"MI","26129","OATS",1,NA
"MI","26129","SOYBEANS",1,1
"MI","26129","WHEAT",1,1
"MI","26141","CORN",1,1
"MI","26141","OATS",1,1
"MI","26141","SOYBEANS",1,1
"MI","26141","WHEAT",1,1
"MI","26145","CORN",1,1
"MI","26145","SOYBEANS",1,1
"MI","26145","SUGARBEETS",1,NA
"MI","26145","WHEAT",1,NA
"MI","26147","CORN",1,NA
"MI","26147","SOYBEANS",1,1
"MI","26147","SUGARBEETS",1,NA
"MI","26147","WHEAT",1,NA
"MI","26155","CORN",1,NA
"MI","26155","OATS",1,1
"MI","26155","SOYBEANS",1,1
"MI","26155","WHEAT",1,NA
"MI","26161","CORN",1,1
"MI","26161","OATS",1,NA
"MI","26161","SOYBEANS",1,1
"MI","26161","WHEAT",1,NA
"MN","27005","CORN",1,1
"MN","27005","OATS",1,1
"MN","27005","SOYBEANS",1,1
"MN","27005","SUGARBEETS",1,NA
"MN","27027","CORN",1,NA
"MN","27027","OATS",1,1
"MN","27027","SOYBEANS",1,1
"MN","27027","SUGARBEETS",1,NA
"MN","27085","CORN",1,1
"MN","27085","OATS",1,1
"MN","27085","SOYBEANS",1,1
"MN","27085","SUGARBEETS",1,NA
"MN","27093","CORN",1,1
"MN","27093","OATS",1,1
"MN","27093","SOYBEANS",1,1
"MN","27093","SUGARBEETS",1,NA
"MN","27111","CORN",1,1
"MN","27111","OATS",1,1
"MN","27111","SOYBEANS",1,1
"MN","27111","SUGARBEETS",1,NA
"MN","27129","CORN",1,1
"MN","27129","OATS",1,1
"MN","27129","SOYBEANS",1,1
"MN","27129","SUGARBEETS",1,NA
"MN","27151","CORN",1,1
"MN","27151","OATS",1,1
"MN","27151","SOYBEANS",1,1
"MN","27151","SUGARBEETS",1,NA
"MS","28011","CORN",1,1
"MS","28011","COTTON",1,1
"MS","28011","SOYBEANS",1,1
"MS","28011","WHEAT",1,NA
"MS","28027","CORN",1,NA
"MS","28027","COTTON",1,NA
"MS","28027","SOYBEANS",1,1
"MS","28027","WHEAT",1,NA
"MS","28053","CORN",1,1
"MS","28053","COTTON",1,1
"MS","28053","SOYBEANS",1,1
"MS","28053","WHEAT",1,1
"MS","28083","CORN",1,1
"MS","28083","COTTON",1,NA
"MS","28083","SOYBEANS",1,1
"MS","28083","WHEAT",1,NA
"MS","28119","CORN",1,1
"MS","28119","COTTON",1,1
"MS","28119","SOYBEANS",1,1
"MS","28119","WHEAT",1,NA
"MS","28133","CORN",1,1
"MS","28133","COTTON",1,1
"MS","28133","SOYBEANS",1,1
"MS","28133","WHEAT",1,NA
"MS","28135","CORN",1,1
"MS","28135","COTTON",1,1
"MS","28135","SOYBEANS",1,1
"MS","28135","WHEAT",1,NA
"MS","28137","CORN",1,NA
"MS","28137","COTTON",1,NA
"MS","28137","SOYBEANS",1,1
"MS","28137","WHEAT",1,NA
"MS","28143","CORN",1,NA
"MS","28143","COTTON",1,1
"MS","28143","SOYBEANS",1,1
"MS","28143","WHEAT",1,NA
"MS","28151","CORN",1,1
"MS","28151","COTTON",1,1
"MS","28151","SOYBEANS",1,NA
"MS","28151","WHEAT",1,NA
"MS","28163","CORN",1,NA
"MS","28163","COTTON",1,1
"MS","28163","SOYBEANS",1,1
"MS","28163","WHEAT",1,NA
"MO","29007","CORN",1,1
"MO","29007","SORGHUM",1,1
"MO","29007","SOYBEANS",1,1
"MO","29007","WHEAT",1,NA
"MO","29019","CORN",1,1
"MO","29019","SORGHUM",1,1
"MO","29019","SOYBEANS",1,1
"MO","29019","WHEAT",1,1
"MO","29069","CORN",1,NA
"MO","29069","COTTON",1,NA
"MO","29069","SOYBEANS",1,1
"MO","29069","WHEAT",1,NA
"MO","29155","CORN",1,NA
"MO","29155","COTTON",1,NA
"MO","29155","SOYBEANS",1,1
"MO","29155","WHEAT",1,NA
"MO","29207","CORN",1,1
"MO","29207","COTTON",1,NA
"MO","29207","SOYBEANS",1,1
"MO","29207","WHEAT",1,NA
"NE","31029","CORN",1,1
"NE","31029","SOYBEANS",1,NA
"NE","31029","SUGARBEETS",1,NA
"NE","31029","WHEAT",1,1
"NE","31059","CORN",1,1
"NE","31059","SORGHUM",1,1
"NE","31059","SOYBEANS",1,1
"NE","31059","WHEAT",1,1
"NE","31063","CORN",1,1
"NE","31063","SORGHUM",1,1
"NE","31063","SOYBEANS",1,1
"NE","31063","WHEAT",1,1
"NE","31095","CORN",1,1
"NE","31095","SORGHUM",1,1
"NE","31095","SOYBEANS",1,1
"NE","31095","WHEAT",1,1
"NE","31101","CORN",1,1
"NE","31101","SOYBEANS",1,1
"NE","31101","SUGARBEETS",1,NA
"NE","31101","WHEAT",1,1
"NE","31129","CORN",1,1
"NE","31129","SORGHUM",1,1
"NE","31129","SOYBEANS",1,1
"NE","31129","WHEAT",1,1
"NE","31133","CORN",1,1
"NE","31133","SORGHUM",1,1
"NE","31133","SOYBEANS",1,1
"NE","31133","WHEAT",1,1
"NE","31145","CORN",1,1
"NE","31145","SORGHUM",1,1
"NE","31145","SOYBEANS",1,1
"NE","31145","WHEAT",1,1
"NE","31155","CORN",1,1
"NE","31155","OATS",1,NA
"NE","31155","SOYBEANS",1,1
"NE","31155","WHEAT",1,1
"NE","31161","CORN",1,1
"NE","31161","OATS",1,1
"NE","31161","SUGARBEETS",1,NA
"NE","31161","WHEAT",1,1
"NE","31169","CORN",1,1
"NE","31169","SORGHUM",1,1
"NE","31169","SOYBEANS",1,1
"NE","31169","WHEAT",1,1
"NE","31181","CORN",1,1
"NE","31181","SORGHUM",1,1
"NE","31181","SOYBEANS",1,1
"NE","31181","WHEAT",1,1
"NY","36011","CORN",1,NA
"NY","36011","OATS",1,1
"NY","36011","SOYBEANS",1,NA
"NY","36011","WHEAT",1,NA
"NY","36037","CORN",1,1
"NY","36037","OATS",1,NA
"NY","36037","SOYBEANS",1,1
"NY","36037","WHEAT",1,NA
"NY","36051","CORN",1,1
"NY","36051","OATS",1,NA
"NY","36051","SOYBEANS",1,1
"NY","36051","WHEAT",1,NA
"NY","36063","CORN",1,1
"NY","36063","OATS",1,1
"NY","36063","SOYBEANS",1,1
"NY","36063","WHEAT",1,NA
"NY","36065","CORN",1,NA
"NY","36065","OATS",1,NA
"NY","36065","SOYBEANS",1,NA
"NY","36065","WHEAT",1,NA
"NY","36067","CORN",1,1
"NY","36067","OATS",1,1
"NY","36067","SOYBEANS",1,NA
"NY","36067","WHEAT",1,NA
"NY","36069","CORN",1,1
"NY","36069","OATS",1,1
"NY","36069","SOYBEANS",1,1
"NY","36069","WHEAT",1,NA
"NY","36073","CORN",1,NA
"NY","36073","OATS",1,NA
"NY","36073","SOYBEANS",1,NA
"NY","36073","WHEAT",1,NA
"NY","36099","CORN",1,1
"NY","36099","OATS",1,1
"NY","36099","SOYBEANS",1,1
"NY","36099","WHEAT",1,NA
"NY","36101","CORN",1,1
"NY","36101","OATS",1,NA
"NY","36101","SOYBEANS",1,1
"NY","36101","WHEAT",1,NA
"NY","36117","CORN",1,NA
"NY","36117","OATS",1,1
"NY","36117","SOYBEANS",1,NA
"NY","36117","WHEAT",1,NA
"NY","36123","CORN",1,1
"NY","36123","OATS",1,1
"NY","36123","SOYBEANS",1,1
"NY","36123","WHEAT",1,NA
"NC","37013","CORN",1,1
"NC","37013","COTTON",1,1
"NC","37013","SOYBEANS",1,1
"NC","37013","WHEAT",1,NA
"NC","37049","CORN",1,1
"NC","37049","COTTON",1,1
"NC","37049","SOYBEANS",1,1
"NC","37049","WHEAT",1,NA
"NC","37051","CORN",1,1
"NC","37051","COTTON",1,1
"NC","37051","SOYBEANS",1,1
"NC","37051","WHEAT",1,1
"NC","37061","CORN",1,1
"NC","37061","COTTON",1,1
"NC","37061","SOYBEANS",1,1
"NC","37061","WHEAT",1,NA
"NC","37079","CORN",1,1
"NC","37079","COTTON",1,1
"NC","37079","SOYBEANS",1,1
"NC","37079","WHEAT",1,1
"NC","37085","CORN",1,1
"NC","37085","COTTON",1,1
"NC","37085","SOYBEANS",1,1
"NC","37085","WHEAT",1,1
"NC","37091","CORN",1,1
"NC","37091","COTTON",1,1
"NC","37091","PEANUTS",1,1
"NC","37091","SOYBEANS",1,1
"NC","37093","CORN",1,1
"NC","37093","COTTON",1,1
"NC","37093","SOYBEANS",1,1
"NC","37093","WHEAT",1,1
"NC","37101","CORN",1,1
"NC","37101","COTTON",1,1
"NC","37101","SOYBEANS",1,1
"NC","37101","WHEAT",1,NA
"NC","37103","CORN",1,1
"NC","37103","COTTON",1,1
"NC","37103","SOYBEANS",1,1
"NC","37103","WHEAT",1,NA
"NC","37107","CORN",1,1
"NC","37107","COTTON",1,1
"NC","37107","SOYBEANS",1,1
"NC","37107","WHEAT",1,1
"NC","37163","CORN",1,1
"NC","37163","COTTON",1,1
"NC","37163","SOYBEANS",1,1
"NC","37163","WHEAT",1,1
"NC","37167","CORN",1,1
"NC","37167","COTTON",1,1
"NC","37167","SOYBEANS",1,1
"NC","37167","WHEAT",1,1
"NC","37191","CORN",1,1
"NC","37191","COTTON",1,1
"NC","37191","SOYBEANS",1,1
"NC","37191","WHEAT",1,NA
"NC","37195","CORN",1,1
"NC","37195","COTTON",1,1
"NC","37195","SOYBEANS",1,1
"NC","37195","WHEAT",1,1
"OH","39005","CORN",1,1
"OH","39005","OATS",1,NA
"OH","39005","SOYBEANS",1,1
"OH","39005","WHEAT",1,NA
"OH","39007","CORN",1,1
"OH","39007","OATS",1,NA
"OH","39007","SOYBEANS",1,1
"OH","39007","WHEAT",1,NA
"OH","39019","CORN",1,1
"OH","39019","OATS",1,NA
"OH","39019","SOYBEANS",1,1
"OH","39019","WHEAT",1,1
"OH","39031","CORN",1,1
"OH","39031","OATS",1,NA
"OH","39031","SOYBEANS",1,1
"OH","39031","WHEAT",1,NA
"OH","39075","CORN",1,1
"OH","39075","OATS",1,NA
"OH","39075","SOYBEANS",1,1
"OH","39075","WHEAT",1,NA
"OH","39083","CORN",1,1
"OH","39083","OATS",1,1
"OH","39083","SOYBEANS",1,1
"OH","39083","WHEAT",1,NA
"OH","39155","CORN",1,NA
"OH","39155","OATS",1,1
"OH","39155","SOYBEANS",1,NA
"OH","39155","WHEAT",1,NA
"OH","39169","CORN",1,1
"OH","39169","OATS",1,NA
"OH","39169","SOYBEANS",1,1
"OH","39169","WHEAT",1,NA
"OK","40003","CORN",1,1
"OK","40003","SORGHUM",1,1
"OK","40003","SOYBEANS",1,1
"OK","40003","WHEAT",1,1
"OK","40047","CORN",1,1
"OK","40047","SORGHUM",1,1
"OK","40047","SOYBEANS",1,1
"OK","40047","WHEAT",1,1
"OK","40053","CORN",1,1
"OK","40053","SORGHUM",1,1
"OK","40053","SOYBEANS",1,1
"OK","40053","WHEAT",1,1
"OK","40071","CORN",1,1
"OK","40071","SORGHUM",1,1
"OK","40071","SOYBEANS",1,1
"OK","40071","WHEAT",1,1
"OK","40103","CORN",1,1
"OK","40103","SORGHUM",1,1
"OK","40103","SOYBEANS",1,1
"OK","40103","WHEAT",1,1
"OK","40145","CORN",1,1
"OK","40145","SORGHUM",1,1
"OK","40145","SOYBEANS",1,1
"OK","40145","WHEAT",1,NA
"PA","42005","CORN",1,1
"PA","42005","OATS",1,1
"PA","42005","SOYBEANS",1,1
"PA","42005","WHEAT",1,NA
"PA","42011","CORN",1,1
"PA","42011","OATS",1,1
"PA","42011","SOYBEANS",1,1
"PA","42011","WHEAT",1,NA
"PA","42019","CORN",1,1
"PA","42019","OATS",1,1
"PA","42019","SOYBEANS",1,1
"PA","42019","WHEAT",1,NA
"PA","42027","CORN",1,1
"PA","42027","OATS",1,NA
"PA","42027","SOYBEANS",1,1
"PA","42027","WHEAT",1,NA
"PA","42037","CORN",1,1
"PA","42037","OATS",1,1
"PA","42037","SOYBEANS",1,1
"PA","42037","WHEAT",1,NA
"PA","42039","CORN",1,1
"PA","42039","OATS",1,NA
"PA","42039","SOYBEANS",1,1
"PA","42039","WHEAT",1,1
"PA","42041","CORN",1,1
"PA","42041","OATS",1,1
"PA","42041","SOYBEANS",1,1
"PA","42041","WHEAT",1,NA
"PA","42061","CORN",1,1
"PA","42061","OATS",1,1
"PA","42061","SOYBEANS",1,1
"PA","42061","WHEAT",1,NA
"PA","42073","CORN",1,1
"PA","42073","OATS",1,1
"PA","42073","SOYBEANS",1,1
"PA","42073","WHEAT",1,NA
"PA","42077","CORN",1,1
"PA","42077","OATS",1,1
"PA","42077","SOYBEANS",1,1
"PA","42077","WHEAT",1,NA
"PA","42079","CORN",1,1
"PA","42079","OATS",1,1
"PA","42079","SOYBEANS",1,1
"PA","42079","WHEAT",1,NA
"PA","42095","CORN",1,1
"PA","42095","OATS",1,NA
"PA","42095","SOYBEANS",1,1
"PA","42095","WHEAT",1,1
"PA","42097","CORN",1,1
"PA","42097","OATS",1,1
"PA","42097","SOYBEANS",1,1
"PA","42097","WHEAT",1,NA
"PA","42109","CORN",1,1
"PA","42109","OATS",1,1
"PA","42109","SOYBEANS",1,1
"PA","42109","WHEAT",1,NA
"SC","45003","CORN",1,1
"SC","45003","COTTON",1,1
"SC","45003","SOYBEANS",1,1
"SC","45003","WHEAT",1,NA
"SC","45005","CORN",1,1
"SC","45005","PEANUTS",1,1
"SC","45005","SOYBEANS",1,1
"SC","45005","WHEAT",1,1
"SC","45011","CORN",1,1
"SC","45011","COTTON",1,1
"SC","45011","PEANUTS",1,NA
"SC","45011","SOYBEANS",1,1
"SC","45017","CORN",1,1
"SC","45017","COTTON",1,1
"SC","45017","PEANUTS",1,NA
"SC","45017","SOYBEANS",1,1
"SC","45027","CORN",1,1
"SC","45027","COTTON",1,1
"SC","45027","SOYBEANS",1,1
"SC","45027","WHEAT",1,1
"SC","45033","CORN",1,1
"SC","45033","COTTON",1,1
"SC","45033","SOYBEANS",1,1
"SC","45033","WHEAT",1,1
"SC","45061","CORN",1,1
"SC","45061","COTTON",1,1
"SC","45061","SOYBEANS",1,1
"SC","45061","WHEAT",1,NA
"SC","45067","CORN",1,1
"SC","45067","COTTON",1,1
"SC","45067","PEANUTS",1,NA
"SC","45067","SOYBEANS",1,1
"SC","45069","CORN",1,1
"SC","45069","COTTON",1,1
"SC","45069","SOYBEANS",1,1
"SC","45069","WHEAT",1,NA
"SC","45085","CORN",1,1
"SC","45085","COTTON",1,1
"SC","45085","SOYBEANS",1,1
"SC","45085","WHEAT",1,NA
"SD","46003","CORN",1,1
"SD","46003","OATS",1,1
"SD","46003","SOYBEANS",1,1
"SD","46003","WHEAT",1,1
"SD","46011","CORN",1,1
"SD","46011","OATS",1,1
"SD","46011","SOYBEANS",1,NA
"SD","46011","WHEAT",1,1
"SD","46015","CORN",1,1
"SD","46015","OATS",1,1
"SD","46015","SOYBEANS",1,1
"SD","46015","WHEAT",1,1
"SD","46023","CORN",1,1
"SD","46023","OATS",1,1
"SD","46023","SOYBEANS",1,1
"SD","46023","WHEAT",1,1
"SD","46043","CORN",1,1
"SD","46043","OATS",1,1
"SD","46043","SOYBEANS",1,1
"SD","46043","WHEAT",1,1
"SD","46051","CORN",1,1
"SD","46051","OATS",1,1
"SD","46051","SOYBEANS",1,1
"SD","46051","WHEAT",1,1
"SD","46059","CORN",1,1
"SD","46059","OATS",1,1
"SD","46059","SOYBEANS",1,1
"SD","46059","WHEAT",1,1
"SD","46067","CORN",1,1
"SD","46067","OATS",1,1
"SD","46067","SOYBEANS",1,1
"SD","46067","WHEAT",1,1
"SD","46077","CORN",1,1
"SD","46077","OATS",1,1
"SD","46077","SOYBEANS",1,1
"SD","46077","WHEAT",1,NA
"SD","46085","CORN",1,1
"SD","46085","SORGHUM",1,1
"SD","46085","SOYBEANS",1,1
"SD","46085","WHEAT",1,1
"SD","46097","CORN",1,1
"SD","46097","OATS",1,NA
"SD","46097","SOYBEANS",1,1
"SD","46097","WHEAT",1,1
"SD","46107","CORN",1,1
"SD","46107","OATS",1,NA
"SD","46107","SOYBEANS",1,1
"SD","46107","WHEAT",1,1
"SD","46125","CORN",1,1
"SD","46125","OATS",1,1
"SD","46125","SOYBEANS",1,1
"SD","46125","WHEAT",1,NA
"SD","46135","CORN",1,1
"SD","46135","OATS",1,1
"SD","46135","SOYBEANS",1,1
"SD","46135","WHEAT",1,1
"TN","47017","CORN",1,1
"TN","47017","COTTON",1,1
"TN","47017","SOYBEANS",1,1
"TN","47017","WHEAT",1,NA
"TN","47033","CORN",1,1
"TN","47033","COTTON",1,1
"TN","47033","SOYBEANS",1,1
"TN","47033","WHEAT",1,NA
"TN","47045","CORN",1,1
"TN","47045","COTTON",1,NA
"TN","47045","SOYBEANS",1,1
"TN","47045","WHEAT",1,NA
"TN","47047","CORN",1,1
"TN","47047","COTTON",1,1
"TN","47047","SOYBEANS",1,1
"TN","47047","WHEAT",1,NA
"TN","47053","CORN",1,1
"TN","47053","COTTON",1,1
"TN","47053","SOYBEANS",1,1
"TN","47053","WHEAT",1,NA
"TN","47069","CORN",1,1
"TN","47069","COTTON",1,1
"TN","47069","SOYBEANS",1,1
"TN","47069","WHEAT",1,NA
"TN","47075","CORN",1,1
"TN","47075","COTTON",1,1
"TN","47075","SOYBEANS",1,1
"TN","47075","WHEAT",1,NA
"TN","47095","CORN",1,1
"TN","47095","COTTON",1,NA
"TN","47095","SOYBEANS",1,1
"TN","47095","WHEAT",1,NA
"TN","47097","CORN",1,1
"TN","47097","COTTON",1,NA
"TN","47097","SOYBEANS",1,1
"TN","47097","WHEAT",1,NA
"TN","47113","CORN",1,1
"TN","47113","COTTON",1,1
"TN","47113","SOYBEANS",1,1
"TN","47113","WHEAT",1,NA
"TN","47125","CORN",1,1
"TN","47125","SOYBEANS",1,1
"TN","47125","TOBACCO",1,NA
"TN","47125","WHEAT",1,NA
"TN","47147","CORN",1,1
"TN","47147","SOYBEANS",1,1
"TN","47147","TOBACCO",1,NA
"TN","47147","WHEAT",1,NA
"TN","47165","CORN",1,1
"TN","47165","SOYBEANS",1,1
"TN","47165","TOBACCO",1,NA
"TN","47165","WHEAT",1,1
"TN","47167","CORN",1,1
"TN","47167","COTTON",1,NA
"TN","47167","SOYBEANS",1,1
"TN","47167","WHEAT",1,NA
"TX","48029","CORN",1,1
"TX","48029","OATS",1,1
"TX","48029","SORGHUM",1,1
"TX","48029","WHEAT",1,1
"TX","48065","CORN",1,1
"TX","48065","COTTON",1,1
"TX","48065","SORGHUM",1,1
"TX","48065","WHEAT",1,1
"TX","48069","CORN",1,1
"TX","48069","COTTON",1,1
"TX","48069","SORGHUM",1,1
"TX","48069","WHEAT",1,1
"TX","48085","CORN",1,1
"TX","48085","OATS",1,1
"TX","48085","SORGHUM",1,1
"TX","48085","WHEAT",1,1
"TX","48097","CORN",1,1
"TX","48097","OATS",1,1
"TX","48097","SORGHUM",1,1
"TX","48097","WHEAT",1,1
"TX","48117","CORN",1,1
"TX","48117","COTTON",1,1
"TX","48117","SORGHUM",1,1
"TX","48117","WHEAT",1,1
"TX","48139","CORN",1,1
"TX","48139","COTTON",1,1
"TX","48139","SORGHUM",1,1
"TX","48139","WHEAT",1,1
"TX","48145","CORN",1,1
"TX","48145","COTTON",1,1
"TX","48145","SORGHUM",1,1
"TX","48145","WHEAT",1,1
"TX","48147","CORN",1,1
"TX","48147","SORGHUM",1,1
"TX","48147","SOYBEANS",1,1
"TX","48147","WHEAT",1,1
"TX","48153","CORN",1,1
"TX","48153","COTTON",1,1
"TX","48153","SORGHUM",1,1
"TX","48153","WHEAT",1,1
"TX","48171","CORN",1,1
"TX","48171","OATS",1,1
"TX","48171","SORGHUM",1,1
"TX","48171","WHEAT",1,1
"TX","48179","CORN",1,1
"TX","48179","COTTON",1,1
"TX","48179","SORGHUM",1,1
"TX","48179","WHEAT",1,1
"TX","48181","CORN",1,1
"TX","48181","OATS",1,1
"TX","48181","SORGHUM",1,1
"TX","48181","WHEAT",1,1
"TX","48189","CORN",1,1
"TX","48189","COTTON",1,1
"TX","48189","SORGHUM",1,1
"TX","48189","WHEAT",1,1
"TX","48217","CORN",1,1
"TX","48217","COTTON",1,1
"TX","48217","SORGHUM",1,1
"TX","48217","WHEAT",1,1
"TX","48231","CORN",1,1
"TX","48231","SORGHUM",1,1
"TX","48231","SOYBEANS",1,1
"TX","48231","WHEAT",1,1
"TX","48277","CORN",1,1
"TX","48277","SORGHUM",1,1
"TX","48277","SOYBEANS",1,1
"TX","48277","WHEAT",1,NA
"TX","48279","CORN",1,1
"TX","48279","COTTON",1,1
"TX","48279","SORGHUM",1,1
"TX","48279","WHEAT",1,1
"TX","48321","CORN",1,1
"TX","48321","COTTON",1,1
"TX","48321","SORGHUM",1,1
"TX","48321","SOYBEANS",1,1
"TX","48341","CORN",1,1
"TX","48341","COTTON",1,1
"TX","48341","SORGHUM",1,1
"TX","48341","WHEAT",1,1
"TX","48349","CORN",1,1
"TX","48349","COTTON",1,1
"TX","48349","SORGHUM",1,1
"TX","48349","WHEAT",1,1
"TX","48357","CORN",1,1
"TX","48357","COTTON",1,1
"TX","48357","SORGHUM",1,1
"TX","48357","WHEAT",1,1
"TX","48369","CORN",1,1
"TX","48369","COTTON",1,1
"TX","48369","SORGHUM",1,1
"TX","48369","WHEAT",1,1
"TX","48421","CORN",1,1
"TX","48421","COTTON",1,1
"TX","48421","SORGHUM",1,1
"TX","48421","WHEAT",1,1
"TX","48437","CORN",1,1
"TX","48437","COTTON",1,1
"TX","48437","SORGHUM",1,1
"TX","48437","WHEAT",1,1
"TX","48451","CORN",1,1
"TX","48451","COTTON",1,1
"TX","48451","SORGHUM",1,1
"TX","48451","WHEAT",1,1
"TX","48469","CORN",1,1
"TX","48469","COTTON",1,1
"TX","48469","SORGHUM",1,1
"TX","48469","SOYBEANS",1,1
"TX","48481","CORN",1,1
"TX","48481","COTTON",1,1
"TX","48481","SORGHUM",1,1
"TX","48481","SOYBEANS",1,1
"TX","48491","CORN",1,1
"TX","48491","COTTON",1,1
"TX","48491","SORGHUM",1,1
"TX","48491","WHEAT",1,1
"VA","51181","CORN",1,1
"VA","51181","PEANUTS",1,1
"VA","51181","SOYBEANS",1,1
"VA","51181","WHEAT",1,NA
"WI","55005","CORN",1,1
"WI","55005","OATS",1,1
"WI","55005","SOYBEANS",1,1
"WI","55005","WHEAT",1,1
"WI","55009","CORN",1,1
"WI","55009","OATS",1,1
"WI","55009","SOYBEANS",1,1
"WI","55009","WHEAT",1,NA
"WI","55015","CORN",1,1
"WI","55015","OATS",1,1
"WI","55015","SOYBEANS",1,1
"WI","55015","WHEAT",1,NA
"WI","55019","CORN",1,1
"WI","55019","OATS",1,1
"WI","55019","SOYBEANS",1,1
"WI","55019","WHEAT",1,NA
"WI","55021","CORN",1,1
"WI","55021","OATS",1,1
"WI","55021","SOYBEANS",1,1
"WI","55021","WHEAT",1,NA
"WI","55025","CORN",1,1
"WI","55025","OATS",1,1
"WI","55025","SOYBEANS",1,1
"WI","55025","WHEAT",1,NA
"WI","55027","CORN",1,1
"WI","55027","OATS",1,1
"WI","55027","SOYBEANS",1,1
"WI","55027","WHEAT",1,NA
"WI","55029","CORN",1,1
"WI","55029","OATS",1,1
"WI","55029","SOYBEANS",1,1
"WI","55029","WHEAT",1,1
"WI","55039","CORN",1,1
"WI","55039","OATS",1,NA
"WI","55039","SOYBEANS",1,1
"WI","55039","WHEAT",1,NA
"WI","55043","CORN",1,1
"WI","55043","OATS",1,NA
"WI","55043","SOYBEANS",1,1
"WI","55043","WHEAT",1,NA
"WI","55045","CORN",1,1
"WI","55045","OATS",1,1
"WI","55045","SOYBEANS",1,1
"WI","55045","WHEAT",1,NA
"WI","55047","CORN",1,1
"WI","55047","OATS",1,1
"WI","55047","SOYBEANS",1,1
"WI","55047","WHEAT",1,1
"WI","55049","CORN",1,1
"WI","55049","OATS",1,NA
"WI","55049","SOYBEANS",1,1
"WI","55049","WHEAT",1,NA
"WI","55061","CORN",1,1
"WI","55061","OATS",1,NA
"WI","55061","SOYBEANS",1,1
"WI","55061","WHEAT",1,NA
"WI","55071","CORN",1,NA
"WI","55071","OATS",1,1
"WI","55071","SOYBEANS",1,1
"WI","55071","WHEAT",1,NA
"WI","55073","CORN",1,1
"WI","55073","OATS",1,1
"WI","55073","SOYBEANS",1,1
"WI","55073","WHEAT",1,NA
"WI","55083","CORN",1,1
"WI","55083","OATS",1,1
"WI","55083","SOYBEANS",1,1
"WI","55083","WHEAT",1,1
"WI","55087","CORN",1,1
"WI","55087","OATS",1,NA
"WI","55087","SOYBEANS",1,1
"WI","55087","WHEAT",1,NA
"WI","55089","CORN",1,1
"WI","55089","OATS",1,NA
"WI","55089","SOYBEANS",1,1
"WI","55089","WHEAT",1,NA
"WI","55111","CORN",1,1
"WI","55111","OATS",1,1
"WI","55111","SOYBEANS",1,1
"WI","55111","WHEAT",1,1
"WI","55115","CORN",1,1
"WI","55115","OATS",1,1
"WI","55115","SOYBEANS",1,1
"WI","55115","WHEAT",1,1
"WI","55117","CORN",1,1
"WI","55117","OATS",1,1
"WI","55117","SOYBEANS",1,1
"WI","55117","WHEAT",1,NA
"WI","55131","CORN",1,1
"WI","55131","OATS",1,NA
"WI","55131","SOYBEANS",1,1
"WI","55131","WHEAT",1,NA
"WI","55135","CORN",1,1
"WI","55135","OATS",1,1
"WI","55135","SOYBEANS",1,1
"WI","55135","WHEAT",1,1
"GA","13093","COTTON",1,1
"GA","13093","PEANUTS",1,1
"GA","13093","SOYBEANS",1,1
"GA","13093","WHEAT",1,1
"OK","40015","COTTON",1,1
"OK","40015","PEANUTS",1,1
"OK","40015","SORGHUM",1,1
"OK","40015","WHEAT",1,1
"OK","40039","COTTON",1,1
"OK","40039","PEANUTS",1,1
"OK","40039","SORGHUM",1,1
"OK","40039","WHEAT",1,1
"TX","48115","COTTON",1,1
"TX","48115","PEANUTS",1,1
"TX","48115","SORGHUM",1,1
"TX","48115","WHEAT",1,1
"ID","16031","BARLEY",1,1
"ID","16031","SUGARBEETS",1,NA
"ID","16031","WHEAT",1,1
"ID","16053","BARLEY",1,1
"ID","16053","SUGARBEETS",1,NA
"ID","16053","WHEAT",1,1
"ID","16067","BARLEY",1,1
"ID","16067","SUGARBEETS",1,NA
"ID","16067","WHEAT",1,1
"ID","16073","BARLEY",1,NA
"ID","16073","CORN",1,NA
"ID","16073","SUGARBEETS",1,NA
"ID","16083","BARLEY",1,1
"ID","16083","SUGARBEETS",1,NA
"ID","16083","WHEAT",1,1
"ID","16087","BARLEY",1,NA
"ID","16087","SUGARBEETS",1,NA
"ID","16087","WHEAT",1,1
"MN","27069","BARLEY",1,NA
"MN","27069","SOYBEANS",1,1
"MN","27069","SUGARBEETS",1,NA
"MN","27113","BARLEY",1,1
"MN","27113","OATS",1,1
"MN","27113","SOYBEANS",1,1
"MT","30021","BARLEY",1,1
"MT","30021","OATS",1,1
"MT","30021","SUGARBEETS",1,NA
"MT","30027","BARLEY",1,1
"MT","30027","OATS",1,1
"MT","30027","WHEAT",1,1
"MT","30041","BARLEY",1,1
"MT","30041","OATS",1,1
"MT","30041","WHEAT",1,1
"MT","30045","BARLEY",1,1
